Date,SPY,EFA,IEF,GSG,VNQ,TLT,BTC,BIL
2009-08-07,74.76528930664062,30.759654998779297,59.885379791259766,30.809999465942383,20.55419158935547,55.022605895996094,,73.65396881103516
2009-08-10,74.6101303100586,30.5723934173584,60.27072525024414,30.93000030517578,20.113595962524414,55.70974349975586,,73.65396881103516
2009-08-11,73.67927551269531,30.397207260131836,60.689849853515625,30.25,19.529550552368164,56.354248046875,,73.65396881103516
2009-08-12,74.46976470947266,30.74153709411621,60.52091979980469,30.649999618530273,19.673006057739258,55.752254486083984,,73.6861343383789
2009-08-13,75.03861999511719,31.212717056274414,60.994136810302734,30.940000534057617,19.775463104248047,56.5427360534668,,73.65396881103516
2009-08-14,74.46239471435547,30.94692611694336,61.18343734741211,30.0,19.611528396606445,56.761634826660156,,73.6861343383789
2009-08-17,72.63018035888672,29.950197219848633,61.60258102416992,29.15999984741211,18.566396713256836,57.60074234008789,,73.65396881103516
2009-08-18,73.20643615722656,30.46970558166504,61.38628005981445,29.81999969482422,18.75082778930664,57.26630401611328,,73.6861343383789
2009-08-19,73.84919738769531,30.729454040527344,61.6160888671875,30.600000381469727,18.60226058959961,57.74055099487305,,73.65396881103516
2009-08-20,74.6101303100586,30.94692611694336,61.77833557128906,30.25,19.345117568969727,58.214839935302734,,73.6700439453125
2009-08-21,76.07292175292969,31.62348747253418,61.1496467590332,30.6299991607666,19.852313995361328,57.017005920410156,,73.65396881103516
2009-08-24,76.0655288696289,31.61745262145996,61.528202056884766,31.979999542236328,19.78571319580078,58.050697326660156,,73.65396881103516
2009-08-25,76.21330261230469,31.931575775146484,61.6904411315918,30.520000457763672,20.006017684936523,58.37906265258789,,73.65396881103516
2009-08-26,76.2206802368164,31.798675537109375,61.77163314819336,30.510000228881836,20.067489624023438,58.6466064453125,,73.6700439453125
2009-08-27,76.39059448242188,32.040306091308594,61.60258102416992,30.25,20.262157440185547,58.41555404663086,,73.6700439453125
2009-08-28,76.3758316040039,32.05842590332031,61.744544982910156,30.899999618530273,20.441482543945312,58.68309020996094,,73.6861343383789
2009-08-31,75.69615173339844,31.82282829284668,61.92710876464844,30.399999618530273,20.118715286254883,58.73779296875,,73.6861343383789
2009-09-01,74.0264892578125,31.031492233276367,62.08777618408203,29.760000228881836,19.042856216430664,58.59564971923828,,73.64117431640625
2009-09-02,73.74576568603516,30.99524688720703,62.4267692565918,29.299999237060547,18.658615112304688,59.44963836669922,,73.70542907714844
2009-09-03,74.35894775390625,31.236879348754883,62.203041076660156,28.31999969482422,19.032608032226562,59.08368682861328,,73.70542907714844
2009-09-04,75.400634765625,31.71409797668457,61.83015441894531,28.56999969482422,19.25290298461914,58.07721710205078,,73.70542907714844
2009-09-08,76.05077362060547,32.342342376708984,61.68781280517578,29.360000610351562,19.924030303955078,57.66846466064453,,73.70542907714844
2009-09-09,76.63441467285156,32.74102783203125,61.74199676513672,29.860000610351562,20.313392639160156,57.60136795043945,,73.65716552734375
2009-09-10,77.41751098632812,33.03099060058594,62.203041076660156,30.200000762939453,20.61566734313965,58.662784576416016,,73.67325592041016
2009-09-11,77.40277099609375,32.98869323730469,62.3860969543457,29.709999084472656,20.579803466796875,58.98604202270508,,73.65716552734375
2009-09-14,77.77951049804688,33.05514907836914,62.019989013671875,30.1200008392334,21.18946647644043,58.400421142578125,,73.65716552734375
2009-09-15,78.10458374023438,33.061187744140625,61.89118194580078,30.149999618530273,21.527599334716797,58.10160446166992,,73.65716552734375
2009-09-16,79.28663635253906,33.713592529296875,61.84373092651367,30.18000030517578,22.403656005859375,58.20525360107422,,73.65716552734375
2009-09-17,79.16844940185547,33.49612808227539,62.14881134033203,29.8700008392334,22.30631446838379,58.93724822998047,,73.67325592041016
2009-09-18,79.21890258789062,33.58674240112305,61.816566467285156,29.920000076293945,22.33705711364746,58.41265869140625,,73.65716552734375
2009-09-21,79.01850891113281,33.23033905029297,61.77592849731445,29.40999984741211,21.98867416381836,58.546852111816406,,73.70542907714844
2009-09-22,79.4787368774414,33.68943405151367,61.93860626220703,30.1200008392334,22.68543243408203,58.66888427734375,,73.65716552734375
2009-09-23,78.81807708740234,33.399478912353516,62.074249267578125,30.0,21.865724563598633,58.845802307128906,,73.6893310546875
2009-09-24,77.94959259033203,32.9101676940918,62.24372482299805,29.309999465942383,21.06741714477539,59.01653289794922,,73.65716552734375
2009-09-25,77.5339126586914,32.7712287902832,62.49456787109375,29.25,21.134672164916992,59.766849517822266,,73.6893310546875
2009-09-28,78.92198944091797,33.2182502746582,62.603004455566406,28.739999771118164,22.00904083251953,60.29148483276367,,73.70542907714844
2009-09-29,78.68446350097656,33.01891326904297,62.57588195800781,28.6200008392334,21.652055740356445,60.23651885986328,,73.70542907714844
2009-09-30,78.380126953125,33.03099060058594,62.6234245300293,29.68000030517578,21.445100784301758,60.181640625,,73.70542907714844
2009-10-01,76.435302734375,32.16716003417969,63.09450912475586,30.149999618530273,20.482786178588867,61.005855560302734,,73.66038513183594
2009-10-02,76.0789794921875,31.810749053955078,63.0672721862793,29.06999969482422,20.33793067932129,60.583656311035156,,73.66038513183594
2009-10-05,77.21473693847656,32.26984786987305,63.06051254272461,29.420000076293945,20.89668083190918,60.589813232421875,,73.69255065917969
2009-10-06,78.32072448730469,32.81352233886719,62.85653305053711,30.219999313354492,20.83977508544922,59.990142822265625,,73.66038513183594
2009-10-07,78.53601837158203,32.93433380126953,63.257659912109375,29.600000381469727,20.82424545288086,60.69375991821289,,73.69255065917969
2009-10-08,79.13725280761719,33.41156005859375,63.02652359008789,30.510000228881836,21.222637176513672,60.05745315551758,,73.66038513183594
2009-10-09,79.61975860595703,33.326988220214844,62.421443939208984,30.31999969482422,21.403711318969727,58.68064498901367,,73.6764907836914
2009-10-12,79.93154907226562,33.526336669921875,62.60494613647461,30.940000534057617,21.372665405273438,58.77245330810547,,73.6764907836914
2009-10-13,79.76823425292969,33.45384216308594,62.74777603149414,31.06999969482422,21.072593688964844,59.07846450805664,,73.6764907836914
2009-10-14,81.14153289794922,34.257266998291016,62.31949996948242,31.450000762939453,21.843473434448242,58.2033576965332,,73.66038513183594
2009-10-15,81.43840026855469,34.414329528808594,62.11558151245117,31.940000534057617,21.657224655151367,57.93412780761719,,73.66038513183594
2009-10-16,80.82976531982422,33.89482498168945,62.40105056762695,32.54999923706055,21.088111877441406,58.40530776977539,,73.69255065917969
2009-10-19,81.49781036376953,34.43848419189453,62.49620819091797,32.7400016784668,21.543392181396484,58.86423873901367,,73.6764907836914
2009-10-20,81.06727600097656,34.257266998291016,62.639041900634766,32.68000030517578,21.14501953125,59.18242263793945,,73.66038513183594
2009-10-21,80.33979797363281,34.14249038696289,62.49620819091797,33.38999938964844,20.875995635986328,58.82752990722656,,73.66038513183594
2009-10-22,81.15636444091797,34.474735260009766,62.31271743774414,33.2400016784668,21.424402236938477,58.53992462158203,,73.66038513183594
2009-10-23,80.22847747802734,33.93106460571289,62.006778717041016,32.869998931884766,21.170886993408203,58.09935760498047,,73.66038513183594
2009-10-26,79.3599624633789,33.4176025390625,61.653282165527344,32.0,21.119159698486328,57.34674072265625,,73.66038513183594
2009-10-27,78.99623107910156,33.15180587768555,62.183528900146484,32.119998931884766,20.81390380859375,58.12998580932617,,73.66038513183594
2009-10-28,77.50416564941406,32.35441589355469,62.373836517333984,31.260000228881836,19.939550399780273,58.40530776977539,,73.66038513183594
2009-10-29,79.16694641113281,33.30886459350586,62.0747184753418,32.20000076293945,20.850126266479492,57.76890182495117,,73.6764907836914
2009-10-30,76.87326049804688,32.197364807128906,62.53704833984375,31.110000610351562,20.487964630126953,58.60721969604492,,73.70863342285156
2009-11-02,77.4374008178711,32.511478424072266,62.372474670410156,31.459999084472656,20.482786178588867,58.34819793701172,,73.71025085449219
2009-11-03,77.68233489990234,32.3846321105957,62.22856521606445,32.18000030517578,20.782861709594727,57.7650260925293,,73.71025085449219
2009-11-04,77.8827896118164,32.7108268737793,62.057125091552734,32.279998779296875,20.33793067932129,57.237091064453125,,73.69415283203125
2009-11-05,79.31541442871094,33.13368606567383,62.07080841064453,32.16999816894531,20.798385620117188,57.237091064453125,,73.69415283203125
2009-11-06,79.52330017089844,33.23033905029297,62.255943298339844,31.450000762939453,20.45691680908203,57.2923583984375,,73.71025085449219
2009-11-09,81.33451843261719,34.160621643066406,62.28339767456055,32.20000076293945,21.465795516967773,57.359901428222656,,73.71025085449219
2009-11-10,81.34932708740234,33.97938537597656,62.331336975097656,31.969999313354492,21.305410385131836,57.2555046081543,,73.66200256347656
2009-11-11,81.7650375366211,34.08207702636719,62.50960922241211,32.290000915527344,21.70378303527832,57.49491882324219,,73.66200256347656
2009-11-12,80.93367767333984,33.58674240112305,62.530189514160156,31.56999969482422,21.48131561279297,57.390594482421875,,73.66200256347656
2009-11-13,81.37162017822266,34.05792236328125,62.57817077636719,31.239999771118164,21.771039962768555,57.65452194213867,,73.66200256347656
2009-11-16,82.55192565917969,34.60158920288086,62.914100646972656,32.22999954223633,22.298768997192383,58.32978057861328,,73.66200256347656
2009-11-17,82.64839172363281,34.37204360961914,63.051231384277344,32.63999938964844,21.91073989868164,58.64280700683594,,73.66200256347656
2009-11-18,82.596435546875,34.263309478759766,62.89349365234375,32.52000045776367,22.309118270874023,58.299049377441406,,73.66200256347656
2009-11-19,81.52011108398438,33.616943359375,62.96893310546875,32.060001373291016,21.796916961669922,58.4034423828125,,73.66200256347656
2009-11-20,81.23058319091797,33.42967987060547,62.962059020996094,31.809999465942383,21.64169692993164,58.39118194580078,,73.66200256347656
2009-11-23,82.26238250732422,34.02771759033203,62.8729248046875,31.889999389648438,21.915910720825195,58.31752014160156,,73.66200256347656
2009-11-24,82.38859558105469,33.88877868652344,63.195186614990234,31.260000228881836,21.589950561523438,58.685829162597656,,73.66200256347656
2009-11-25,82.67806243896484,34.341835021972656,63.407691955566406,31.809999465942383,21.67791175842285,58.955909729003906,,73.66200256347656
2009-11-27,81.33451843261719,33.35115051269531,63.695579528808594,31.15999984741211,21.046720504760742,59.176883697509766,,73.67808532714844
